2959,4.0,2001-06-29 09:41:47,854
1196,3.5,2017-08-03 18:53:55,101211
2628,3.0,2000-10-25 08:06:33,108396
2628,3.5,2010-01-21 21:25:53,81243
377,3.0,2006-09-12 13:16:02,50617
377,5.0,1996-08-06 01:14:04,199066
1101,4.0,2017-12-11 06:30:23,77490
1101,1.0,2003-03-04 09:53:30,45906
1610,3.0,1999-10-08 17:51:34,200372
2628,1.0,1999-11-04 05:11:39,140541
356,3.0,1996-07-01 14:10:12,39359
2628,3.0,2006-09-25 11:34:06,81288
2959,4.0,2017-04-01 19:25:56,248311
2628,3.0,2007-09-24 15:15:57,231579
356,5.0,2017-03-03 18:19:19,36767
2628,3.0,2015-08-23 13:34:31,152959
1101,4.0,2005-04-08 10:11:07,268744
1610,3.0,2005-12-04 00:58:37,78057
377,4.0,1996-08-08 05:53:18,108398
1196,4.0,2018-05-05 03:02:33,210688
2628,3.0,2001-03-15 10:15:44,273589
1196,4.0,2005-03-23 17:37:52,96433
356,4.0,2005-10-25 22:28:06,96482
1997,3.5,2005-11-22 13:50:56,47084
1101,5.0,1999-12-16 14:37:42,174256
356,5.0,2000-03-01 19:07:25,67510
2959,4.5,2009-02-19 13:17:17,4949
1196,2.5,2016-06-05 12:53:31,211204
1997,4.0,2012-11-24 16:26:44,158297
377,3.5,2016-05-02 00:37:05,116235
356,3.0,2005-08-18 17:36:16,258941
1196,3.5,2006-02-15 09:53:18,254307
1101,4.0,2011-06-10 14:55:22,29586
2628,2.5,2015-04-02 00:57:38,259692
2959,5.0,2015-08-30 22:45:04,190694
2959,3.0,2010-11-07 07:04:59,806
356,4.0,1999-10-11 16:19:17,279756
2959,4.0,2018-08-30 12:23:58,161663
2259,2.0,1999-10-14 12:35:20,128259
175,4.0,2016-07-27 08:24:41,206530
377,3.0,1996-05-29 13:07:04,32357
1997,3.0,2006-01-09 11:53:47,149075
2628,3.5,2010-11-22 20:16:51,134753
1196,5.0,2015-07-05 08:22:49,147520
3827,3.0,2000-10-04 14:04:16,70674
2628,4.0,2000-06-04 17:17:28,254398
1610,4.0,1999-12-13 10:37:36,32213
1610,3.0,2005-11-04 17:59:06,191939
1196,3.0,1996-12-11 16:19:58,109707
356,2.0,1996-11-26 01:26:37,16066
377,5.0,1999-01-18 10:35:28,224023
1196,4.5,2005-08-09 09:46:25,112051
1196,5.0,2000-01-07 17:16:25,283134
1196,5.0,2004-03-11 22:37:25,57325
2959,4.5,2009-10-17 08:12:26,126978
1610,5.0,2001-04-09 20:58:44,279137
356,3.0,2007-05-24 15:13:20,20087
1196,4.5,2007-01-07 12:30:19,224414
1610,5.0,2001-06-28 20:55:11,231176
356,3.0,2006-04-25 16:45:01,98321
1196,3.0,2007-06-13 15:09:10,160483
377,3.0,1996-11-18 09:13:35,204763
356,4.5,2005-02-02 17:54:13,151846
3037,5.0,1999-10-30 15:20:35,96593
356,3.5,2012-05-06 23:08:54,234294
2628,5.0,2002-02-20 07:01:34,223759
1101,3.0,2002-01-18 23:03:09,96960
2628,1.0,1999-10-15 04:45:57,267031
2959,3.5,2016-08-19 09:55:41,53001
1342,0.5,2003-08-28 10:43:00,14320
1997,3.5,2005-03-11 16:49:49,113088
1918,1.0,2001-08-15 15:44:26,124046
1196,4.0,2002-06-07 14:20:11,130756
377,3.5,2016-05-14 22:35:02,214737
1196,4.0,2010-09-28 14:09:05,273248
2959,3.0,2018-03-18 13:15:12,118859
2959,5.0,2012-06-23 15:36:49,101431
356,5.0,2015-03-10 21:00:07,63131
1196,5.0,2016-01-24 05:55:19,142945
2959,5.0,2016-04-11 10:56:36,77062
1196,4.0,2015-11-03 14:19:50,35205
356,5.0,2017-03-16 14:57:28,21943
1196,4.0,2017-02-15 11:22:40,132807
1196,3.0,2000-11-03 16:49:32,71119
2959,5.0,2016-11-08 03:15:23,273147
377,4.0,1996-09-19 19:45:32,101997
1997,4.0,2001-06-26 10:50:42,100099
1196,3.5,2017-02-09 02:35:10,214699
1196,4.5,2017-02-23 05:57:49,158896
2959,5.0,2000-08-07 23:42:19,138217
1196,4.5,2006-09-02 19:30:07,160249
377,4.5,2007-08-16 21:35:16,176187
1101,2.0,2006-09-25 23:01:12,67691
356,3.0,1996-08-26 13:11:00,123170
1610,3.5,2008-11-04 14:05:21,52026
377,3.5,2011-09-03 14:04:29,163257
2959,4.5,2011-12-28 12:24:59,242281
356,3.0,2002-09-26 15:41:01,222072
1196,4.5,2015-11-17 09:16:18,25290
377,4.5,2003-10-13 18:56:29,118436
3827,3.0,2001-12-15 21:13:34,25630
2628,3.0,2015-11-20 13:39:16,61574
2959,5.0,2016-01-18 13:42:36,72682
356,5.0,2016-06-26 19:53:59,171907
377,3.0,1996-08-07 04:19:21,203768
1196,1.0,2017-08-06 23:25:20,153485
356,5.0,2016-03-12 23:13:48,24002
1196,4.5,2005-07-19 20:19:19,269904
1196,4.0,1999-10-02 18:13:20,125589
356,2.5,2005-04-07 07:35:47,188174
3037,4.0,2004-03-01 07:25:13,11619
356,4.0,1996-11-18 07:11:22,26770
356,5.0,2017-03-13 10:19:24,195918
1196,4.0,2008-06-02 22:28:01,139030
2628,4.0,1999-06-23 11:11:38,129525
377,3.5,2005-08-06 23:17:05,12787
1997,4.0,2010-09-22 06:51:26,65460
356,3.0,2015-09-21 14:07:04,133604
356,5.0,1996-07-24 02:46:18,261718
356,4.5,2005-03-07 11:28:38,186416
377,4.0,2013-05-17 04:53:10,64058
377,4.0,1996-10-05 04:17:09,43111
1342,4.0,1996-12-24 09:00:08,113435
356,4.0,2010-10-17 17:17:58,265622
3827,3.0,2010-09-20 20:12:47,271898
798,2.0,2000-05-04 20:07:44,25661
356,4.5,2009-10-12 16:53:02,27955
356,5.0,2004-06-05 18:51:21,74255
1610,4.5,2008-08-08 08:21:36,142472
1196,1.0,2017-10-22 01:18:28,43916
356,4.0,2015-07-03 18:33:48,135138
1610,3.5,2018-06-07 16:34:02,249652
378,4.0,2000-04-25 12:06:30,205705
2959,4.0,2011-03-22 18:21:19,235061
1610,5.0,2000-05-09 16:10:58,181966
356,5.0,2016-06-01 07:33:13,181181
2959,5.0,2016-04-29 05:01:08,39879
356,2.0,2010-09-21 09:09:18,242141
1918,3.0,2001-01-04 17:05:07,203084
1196,5.0,2010-06-03 18:16:38,270326
378,4.0,1996-06-08 21:37:47,12974
1196,4.0,2006-11-13 08:53:28,25369
2959,5.0,2003-03-09 12:30:46,148970
1196,3.0,2015-11-04 12:48:29,6314
1196,5.0,2000-08-03 01:45:23,63956
2959,5.0,2004-07-04 01:42:58,148202
2959,5.0,2017-05-14 06:19:39,139121
1610,5.0,2000-01-27 02:10:21,138329
1196,5.0,2005-10-13 14:56:30,66932
175,3.0,2000-04-09 21:15:08,113038
356,3.0,1996-07-23 08:29:18,250840
1196,2.5,2017-09-16 19:05:36,221566
1101,4.0,2016-11-12 10:31:04,101333
2959,5.0,2010-08-12 10:53:37,181987
1196,1.0,2015-12-15 19:26:30,120574
356,3.0,1999-11-05 12:57:55,84500
1101,2.5,2005-05-29 13:28:40,252133
2628,3.0,1999-12-12 18:09:45,226968
356,1.5,2017-07-26 02:47:02,169869
356,5.0,2015-07-15 18:43:02,35387
2259,4.0,2000-11-26 00:10:08,112491
356,5.0,1996-10-03 01:29:57,30274
1101,1.5,2003-11-16 10:24:46,277685
2959,5.0,2017-07-16 15:49:45,57067
1196,3.0,2007-09-20 16:05:56,77351
1997,5.0,1999-12-01 02:05:01,261014
377,1.0,2001-08-19 21:27:42,211820
