3287, Tigger Movie| The (2000), A.A. Milne| Eddie Guzelian, Musicals_by_the_Sherman_Brothers|Winnie-the-Pooh_films|Winnie_the_Pooh_(franchise)|2000_directorial_debut_films|2000s_American_animated_films|American_buddy_films|American_children's_animated_adventure_films|American_children's_animated_comedy_films|American_children's_animated_drama_films|American_children's_animated_musical_films|American_musical_comedy-drama_films|American_sequel_films|Animated_feature_films|Animated_films_about_friendship|Children's_comedy-drama_films|DisneyToon_Studios_animated_films|Disney_Television_Animation_films|Films_with_live_action_and_animation|Walt_Disney_Pictures_films|2000_films|American_films|Comedy_film_soundtracks|American_adventure_comedy-drama_films|Animated_buddy_films|Animated_films_about_animals|Walt_Disney_Records_soundtracks|Films_scored_by_Harry_Gregson-Williams|Drama_film_soundtracks|2000_animated_films|2000s_adventure_comedy-drama_films|2000s_musical_comedy-drama_films|Musical_film_soundtracks, Jun Falkenstein, Ken_Sansom|Peter_Cullen|John_Fiedler|Andre_Stojka|Jim_Cummings|Kath_Soucie|John_Hurt|Tom_Attenborough|Nikita_Hopkins, Animation|Children
118914, The Curse of King Tuts Tomb (2006), David N. Titcher,  , Russell Mulcahy, Steven Waddington| Leonor Varela| Casper Van Dien| Jonathan Hyde, 
47501, Tolable David (1921), Joseph Hergesheimer| Edmund Goulding,  , Henry King, Gladys Hulette| Walter P. Lewis| Richard Barthelmess| Ernest Torrence, 
157164, The Priests Children (2013), Mate Matisic,  , Vinko Bresan, Drazen Kuhn| Marija Skaricic| Kresimir Mikic| Niksa Butijer, 
37824, Born to Fight (Kerd ma lui) (2004), Morakat Kaewthanek| Thanapat Taweesuk| Nontakorn Taweesuk,  , Panna Rittikrai, Nappon Gomarachun| Dan Chupong| Piyapong Piew-on| Santisuk Promsiri, 
153700, Tussenland (2002), Helena van der Meulen,  , Eugenie Jansen, Jan Munter| John Kon Kelei| Willem Smit| Ingeborg Uyt den Boogaard, 
6177, Murphys Law (1986), Gail Morgan Hickman,  , J. Lee Thompson, Robert F. Lyons| Kathleen Wilhoite| Carrie Snodgress| Charles Bronson, 
165719, Luokkakokous 2: Polttarit (2016), Lars Mering| Claudia Boderke,  , Taneli Mustonen, Jaajo Linnonmaa| Sami Hedberg| Aku Hirviniemi| Helena Vierikko, 
168208, Карусель (1970), Anton Chekhov,  , Mikhail Shvejtser, Vladimir Basov| Ivan Lapikov| Evgeniy Leonov| Natalya Vorobyova, 
51617, Unfaithfully Yours (1984), Barry Levinson| Valerie Curtin| Robert Klane| Preston Sturges,  , Howard Zieff, Nastassja Kinski| Armand Assante| Albert Brooks| Dudley Moore, 
133453, In the shadow of the eagles (1966), Nino Milano,  , Ferdinando Baldi, Beba Loncar| Cameron Mitchell| Dieter Eppler| Gabriella Pallotta, 
46372, Bribe| The (1949), Frederick Nebel| Marguerite Roberts,  , Vincente Minnelli| Robert Z. Leonard, Charles Laughton| Vincent Price| Robert Taylor| Ava Gardner, 
97042, Ishaqzaade (2012), Aditya Chopra,  , Habib Faisal, Arjun Kapoor| Anil Rastogi| Gauahar Khan| Parineeti Chopra, 
132608, Barbecue (2014), Héctor Cabello Reyes,  , Eric Lavaine, Florence Foresti| Guillaume de Tonquédec| Lambert Wilson| Franck Dubosc, 
7323, Good bye| Lenin! (2003), Chris Martin Silber| Henk Handloegten| Achim von Borries| Bernd Lichtenberg,  , Wolfgang Becker, Florian Lukas| Katrin Saß| Daniel Brühl| Chulpan Khamatova, 
83134, Tucker & Dale vs Evil (2010), Morgan Jurgenson,  , Eli Craig, Tyler Labine| Jesse Moss| Katrina Bowden| Alan Tudyk, 
106753, Shed No Tears (Känn ingen sorg) (2013), Moa Gammel| Cilla Jackert,  , Björn Stein| Måns Mårlind, Reine Brynolfsson| Marie Richardson| Josefin Neldén| Adam Lundgren, 
102744, Night at the Crossroads (La nuit du carrefour) (1932), Georges Simenon,  , Jean Renoir, Winna Winifried| Georges Térof| Pierre Renoir| Georges Koudria, 
77846, 12 Angry Men (1997), Reginald Rose,  , William Friedkin, Jack Lemmon| George C. Scott| Hume Cronyn| Ossie Davis, 
131892, Beach Balls (1988), David Rocklin,  , Joe Ritter, Heidi Helmer| Amanda Goodwin| Steven Tash| Phillip Paley, 
137024, The Perfect Nanny (2000), Mark Castaldo| Christine Conradt| Richard Gilbert-Hill| Victor Schiller,  , Robert Malenfant, Scott Terra| Bruce Boxleitner| Dana Barron| Tracy Nelson, 
8045, Hamburger Hill (1987), James Carabatsos,  , John Irvin, Michael Dolan| Michael Boatman| Anthony Barrile| Don Cheadle, 
184033, Why Me? (2015), Loredana Novak,  , Tudor Giurgiu, Andreea Vasile| Emilian Oprea| Mihai Constantin| Dan Condurache, 
78057, Adventures of Tarzan (1921), Edgar Rice Burroughs| Bert Ennis| Lillian Valentine,  , Robert F. Hill| Scott Sidney, Frank Whitson| Scott Pembroke| Louise Lorraine| Elmo Lincoln, 
122733, Mosquito Squadron (1969), Donald S. Sanford| Joyce Perry,  , Boris Sagal, Suzanne Neve| David McCallum| Charles Gray| David Buck, 
156264, The Notorious Lone Wolf (1946), Edward Dein| Louis Joseph Vance| Martin Berkeley| William Bowers| Garrett Graham,  , D. Ross Lederman, Gerald Mohr| John Abbott| Eric Blore| Janis Carter, 
167302, Dont let Alberto fall into temptation (2014), Leonardo De Leon,  , Joe Menendez, Valentino Lanus| Vladimir Acevedo| Jon Molerio| Sandra Echeverría, 
155098, Pizza II: Villa (2013), Manikandan,  , Deepan Chakravarthy, Nassar| Ashok Selvan| Jayakumar| Sanchita Shetty, 
105936, Space Amoeba (Yog: Monster from Space) (1970), Ei Ogawa,  , Ishirô Honda, Kenji Sahara| Akira Kubo| Atsuko Takahashi| Yukiko Kobayashi, 
4447, Legally Blonde (2001), Amanda Brown| Kirsten Smith| Karen McCullah,  , Robert Luketic, Matthew Davis| Selma Blair| Reese Witherspoon| Luke Wilson, 
171309, Killing Reagan (2016), "Martin Dugard| ""Bill OReilly""| Eric Simonson",  , Rod Lurie, Joel Murray| Patrick St. Esprit| Cynthia Nixon| Tim Matheson, 
95588, Balto: Wolf Quest (2002) , Dev Ross| Elana Lesser| Cliff Ruby,  , Phil Weinstein, Mark Hamill| Lacey Chabert| David Carradine| Jodi Benson, 
152354, Deewangee (2002), Neeraj Pathak,  , Anees Bazmee, Farida Jalal| Akshaye Khanna| Ajay Devgn| Urmila Matondkar, 
80288, Street with No Name| The (1948), Harry Kleiner| Samuel G. Engel,  , William Keighley, Richard Widmark| Mark Stevens| Lloyd Nolan| Barbara Lawrence, 
69971, Ludwig (1972), "Enrico Medioli| ""Suso Cecchi DAmico""",  , Luchino Visconti, Helmut Berger| Silvana Mangano| Trevor Howard| Romy Schneider, 
7311, Goodbye| Mr. Chips (1939), R.C. Sherriff| Eric Maschwitz| Claudine West| James Hilton,  , Sam Wood| Sidney Franklin, John Mills| Robert Donat| Greer Garson| Terry Kilburn, 
87843, Broken Windows (2008), Thomas J. Rasera,  , Tony Hickman, Larisa Oleynik| Jennifer Hall| Sara Jane Nash| Sarah Thompson, 
7414, Going in Style (1979), Edward Cannon,  , Martin Brest, Charles Hallahan| Lee Strasberg| Art Carney| George Burns, 
124472, Red Light (1949), """Don Red Barry""| George Callahan| Charles Grayson",  , Roy Del Ruth, Gene Lockhart| Virginia Mayo| Raymond Burr| George Raft, 
165947, The True Memoirs of an International Assassin (2016), Jeff Morris,  , Jeff Wadlow, Maurice Compte| Kim Coates| Zulay Henao| Kevin James, 
178641, Chasing the Dragon (2017), Koon-Nam Lui| Ming-Ho Yip,  , Jason Kwan| Jing Wong| Aman Chang, Philip Keung| Wilfred Lau| Andy Lau| Donnie Yen, 
191071, Baba (2002), Gopu-Babu| Balakumaran| Sri Ramakrishna,  , Suresh Krishna, Goundamani| Manisha Koirala| M.N. Nambiar| Rajinikanth, 
135667, People of Rome (2003), Paola Scola| Silvia Scola,  , Ettore Scola, Fiorenzo Fiorentini| Antonello Fassari| Giorgio Colangeli| Fabio Ferrari, 
170725, Johanneksen leipäpuu (1994), Martti Joenpolvi| Juha Lehtola,  , Matti Ijäs, Pekka Huotari| Sulevi Peltola| Liisa Lehtimaja| Tarja Siimes, 
7167, Japanese Story (2003), Alison Tilson,  , Sue Brooks, Matthew Dyktynski| Toni Collette| Lynette Curran| Gotaro Tsunashima, 
113254, Zarafa (2012), Alexander Abela,  , Muhammad Omar Faruk| Rémi Bezançon| Jean-Christophe Lie, Max Renaudin Pratt| Simon Abkarian| Abraham Adesoye| Sjaak Caderyn, 
101112, Oz the Great and Powerful (2013), David Lindsay-Abaire| Mitchell Kapner| L. Frank Baum,  , Sam Raimi, Mila Kunis| Rachel Weisz| Michelle Williams| James Franco, 
110223, Prisoner of Zenda| The (1979), Dick Clement| Edward E. Rose| Ian La Frenais| Anthony Hope,  , Richard Quine, Lynne Frederick| Lionel Jeffries| Elke Sommer| Peter Sellers, 
96304, Hara-Kiri: Death of a Samurai (2011), Yasuhiko Takiguchi| Kikumi Yamagishi,  , Takashi Miike, Munetaka Aoki| Hikari Mitsushima| Naoto Takenaka| Kôji Yakusho, 
4195, Abominable Dr. Phibes| The (1971), William Goldstein| James Whiton,  , Robert Fuest, Terry-Thomas| Virginia North| Vincent Price| Joseph Cotten, 
87227, Gabriel Over the White House (1933), T.F. Tweed| Carey Wilson| Bertram Bloch,  , Gregory La Cava, Franchot Tone| Arthur Byron| Karen Morley| Walter Huston, 
124577, A Boy and His Samurai (2010), Gen Araki,  , Yoshihiro Nakamura, Ryô Nishikido| Keisuke Horibe| Jun Inoue| Hiroki Konno| Fuku Suzuki| Rie Tomosaka, 
139321, Unknown Caller (2014), Jupiter J. Makins,  , Amariah Olson| Obin Olson, Louise Griffiths| David Chisum| Henri Lubatti| Assaf Cohen, 
798, Daylight (1996), Leslie Bohem,  , Rob Cohen, Sylvester Stallone| Viggo Mortensen| Amy Brenneman| Dan Hedaya, Action|Adventure|Drama|Thriller
162870, Irreplaceable (2016), Baya Kasmi| Khalladi Shérazade,  , Thomas Lilti, Marianne Denicourt| Patrick Descamps| François Cluzet| Christophe Odent, 
100359, Haunting in Connecticut 2: Ghosts of Georgia| The (2013), David Coggeshall,  , Tom Elkins, Katee Sackhoff| Emily Alyn Lind| Chad Michael Murray| Abigail Spencer, 
26402, Harper Valley P.T.A. (1978), Barry Schneider| George Edwards,  , Ralph Senensky| Richard C. Bennett, Louis Nye| Ronny Cox| Nanette Fabray| Barbara Eden, 
27671, As If I Didnt Exist (Elina - Som om jag inte fanns) (2002), Kerstin Johansson i Backe| Jimmy Karlsson| Kjell Sundstedt,  , Klaus Härö, Bibi Andersson| Henrik Rafaelsen| Marjaana Maijala| Natalie Minnevik, 
112017, Child Is Born| A (1939), Robert Rossen| Mary M. Axelson,  , Lloyd Bacon, Gale Page| Jeffrey Lynn| Geraldine Fitzgerald| Gladys George, 
148282, Call Me Claus (2001), Brian Bird| Sara Bernstein| Gregory Bernstein| Paul Mooney,  , Peter Werner, Nigel Hawthorne| Victor Garber| Whoopi Goldberg| Brian Stokes Mitchell, 
109985, Human Factor| The (1979), Graham Greene| Tom Stoppard,  , Otto Preminger, Richard Attenborough| Derek Jacobi| Nicol Williamson| Joop Doderer, 
2515, Children of the Corn II: The Final Sacrifice (1993), A L Katz| Gilbert Adler| Stephen King, Films_set_in_Nebraska|1992_films|American_sequel_films|American_slasher_films|Dimension_Films_films|Films_shot_in_North_Carolina|American_films|English-language_films|Films_about_religion|Children_of_the_Corn|1990s_slasher_films|1992_horror_films|Films_about_cults|Films_scored_by_Daniel_Licht|Films_set_in_1983, David Price, Paul_Scherrer_(actor)|Terence_Knox|Ned_Romero|Christie_Clark|Rosalind_Allen|Ryan_Bollman, Horror
131389, Sabrina the Teenage Witch (1996), Barney Cohen| Nicholas Factor| Kathryn Wallack,  , Tibor Takács, Michelle Beaudoin| Charlene Fernetz| Melissa Joan Hart| Sherry Miller, 
6314, Undercover Blues (1993), Ian Abrams,  , Herbert Ross, Kathleen Turner| Dennis Quaid| Fiona Shaw| Stanley Tucci, 
170829, Verschwende deine Jugend (2003), Ralf Hertwig| Kathrin Richter,  , Benjamin Quabeck, Robert Stadlober| Tom Schilling| Marlon Kittel| Jessica Schwarz, 
145596, Kabukicho Love Hotel (2015), Haruhiko Arai| Futoshi Nakano,  , Ryuichi Hiroki, Atsuko Maeda| Asuka Hinoi| Shôta Sometani| Roy 5tion, 
161163, The Lost Valentine (2011), Barton Taney| James Michael Pratt| Maryann Ridini Spencer,  , Darnell Martin, Sean Faris| Betty White| Jennifer Love Hewitt| Billy Magnussen, 
85387, Chang: A Drama of the Wilderness (1927), Achmed Abdullah,  , Merian C. Cooper| Ernest B. Schoedsack, Kru| Ladah| Nah| Chantui, 
109474, Satans Sword (Daibosatsu tôge) (1960), Kaizan Nakazato| Teinosuke Kinugasa,  , Kenji Misumi, Kôjirô Hongô| Fujiko Yamamoto| Tamao Nakamura| Raizô Ichikawa, 
184223, Heyy Babyy (2007), Milap Zaveri| Renuka Kunzru,  , Sajid Khan, Akshay Kumar| Riteish Deshmukh| Vidya Balan| Fardeen Khan, 
178077, Storm Boy (1976), Colin Thiele| Sonia Borg,  , Henri Safran| Ian Goddard, Greg Rowe| Judy Dick| Peter Cummins| David Gulpilil, 
46974, World Trade Center (2006), Allison Jimeno| Andrea Berloff| William Jimeno| Donna McLoughlin| John McLoughlin,  , Oliver Stone, Michael Peña| Maria Bello| Nicolas Cage| Maggie Gyllenhaal, 
2259, Blame It on Rio (1984), Claude Berri| Charlie Peters| Larry Gelbart, American_slapstick_comedy_films|20th_Century_Fox_films|American_remakes_of_French_films|1984_comedy_films|1984_films|American_films|American_independent_films|American_romantic_comedy_films|English-language_films|1980s_romantic_comedy_films|Films_about_vacationing|Films_directed_by_Stanley_Donen|Films_set_in_Rio_de_Janeiro_(city)|Films_with_screenplays_by_Larry_Gelbart|Films_shot_in_Rio_de_Janeiro_(city), Stanley Donen, Demi_Moore|Joseph_Bologna|Valerie_Harper|Michael_Caine|Michelle_Johnson_(actress), Comedy|Romance
133139, Barbie in the 12 Dancing Princesses (2006), Elana Lesser| Ruth Handler| Cliff Ruby,  , Greg Richardson, "Nicole Oliver| Jennifer Copping| ""Catherine OHara""| Kelly Sheridan", 
103050, Pyaar Ka Punchnama (2011), Vaibhav Suman| Sumit Saxena,  , Luv Ranjan, Divyendu Sharma| Raayo S. Bakhirta| Kartik Aaryan| Nushrat Bharucha, 
58228, Which Way Is Up? (1977), Cecil Brown| Lina Wertmüller| Sonny Gordon| Carl Gottlieb,  , Michael Schultz, Lonette McKee| Margaret Avery| Richard Pryor| Morgan Woodward, 
181881, Bee At The Beach (1950), Nick George| Bill Berg,  , Dick Lundy| Jack Hannah, Clarence Nash, 
3827, Space Cowboys (2000),  , Films_about_old_age|Malpaso_Productions_films|Village_Roadshow_Pictures_films|2000s_disaster_films|American_buddy_films|American_disaster_films|American_science_fiction_films|Films_set_in_Houston|2000_films|American_films|English-language_films|Films_about_astronauts|Warner_Bros._films|Cold_War_films|American_space_adventure_films|Films_about_NASA|Films_directed_by_Clint_Eastwood|Films_produced_by_Clint_Eastwood|Films_scored_by_Lennie_Niehaus|2000s_buddy_films|2000s_science_fiction_films, Clint_Eastwood, James_Cromwell|Marcia_Gay_Harden|Clint_Eastwood|Courtney_B._Vance|Loren_Dean|William_Devane|Donald_Sutherland|Tommy_Lee_Jones|James_Garner, Action|Adventure|Comedy|Sci-Fi
164485, Payroll (1961), Derek Bickerton| George Baxt,  , Sidney Hayers, William Lucas| Michael Craig| Billie Whitelaw| Françoise Prévost, 
157006, Deaths Marathon (1913), William E. Wing,  , D.W. Griffith, Blanche Sweet| Lionel Barrymore| Walter Miller| Henry B. Walthall| William J. Butler| Robert Harron| Kate Bruce, 
39435, Legend of Zorro| The (2005), Ted Elliott| Alex Kurtzman| Johnston McCulley| Roberto Orci| Terry Rossio,  , Martin Campbell, Rufus Sewell| Antonio Banderas| Catherine Zeta-Jones| Alberto Reyes, 
174261, The Curtain Pole (1909), G.W. Bitzer,  , D.W. Griffith, Mack Sennett| Florence Lawrence| Harry Solter| Linda Arvidson, 
71728, Gayniggers From Outer Space (1992), Per Kristensen,  , Morten Lindberg, Konrad Fields| Gbatokai Dakinah| Coco C.P. Dalbert| Sammy Salomon, 
110104, Pioneer (Pionér) (2013), Cathinka Nicolaysen| Kathrine Valen Zeiner| Hans Gunnarsson| Nikolaj Frobenius,  , Erik Skjoldbjærg, Aksel Hennie| Wes Bentley| Stephen Lang| Stephanie Sigman, 
68590, Horrorvision (2001), Scott Phillips| J.R. Bookwalter,  , Danny Draven, Maggie Rose Fleck| Len Cordova| Brinke Stevens| Chelsea the Cat, 
42584, We All Loved Each Other So Much (Ceravamo tanto amati) (1974), Agenore Incrocci| Furio Scarpelli,  , Ettore Scola, Stefania Sandrelli| Nino Manfredi| Stefano Satta Flores| Vittorio Gassman, 
181417, Out of the Wild (2017), Mark Rashid,  , Paul Krizan, Kevin McCorkle| Benjamin Ashbrook| Jean Louisa Kelly| John Diehl, 
8520, Deep Cover (1992), Michael Tolkin| Henry Bean,  , Bill Duke, René Assa| Jeff Goldblum| Laurence Fishburne| Lira Angel, 
138486, Ex (2009), Marco Martani| Riccardo Cassini| Massimiliano Bruno,  , Fausto Brizzi, Silvio Orlando| Nancy Brilli| Claudia Gerini| Flavio Insinna, 
63483, While She Was Out (2008), Edward Bryant,  , Susan Montford, Kim Basinger| Jamie Starr| Craig Sheffer| Lukas Haas, 
110119, Mass Effect: Paragon Lost (2012), Patrick Seitz| J. Michael Tatum| Henry Gilroy,  , Atsushi Takeuchi, Vic Mignogna| Freddie Prinze Jr.| Monica Rial| Todd Haberkorn, 
1772, Blues Brothers 2000 (1998),  , American_action_comedy_films|Nuns_in_fiction|Saturday_Night_Live_films|American_buddy_films|American_road_movies|American_sequel_films|Films_set_in_Louisiana|1998_films|American_films|English-language_films|Universal_Pictures_films|American_musical_comedy_films|1990s_action_films|1990s_buddy_films|1990s_musical_comedy_films|1990s_musical_films|1990s_road_movies|Films_directed_by_John_Landis|Films_produced_by_John_Landis|Films_shot_in_Kingston, John_Landis, John_Goodman|Dan_Aykroyd|B.B._King|James_Brown|The_Blues_Brothers|J._Evan_Bonifant|Aretha_Franklin|Joe_Morton, Action|Comedy|Musical
